218,Justice
219,The Gathering
220,Robbie Williams
221,Panic At The Disco
222,Dj Shadow
223,Justin Timberlake
224,The Dandy Warhols
225,Kings Of Convenience
226,Cake
227,Dread Zeppelin
228,Editors
229,Stereophonics
230,Megadeth
231,Crystal Castles
232,Anathema
233,Christina Aguilera
234,The Goo Goo Dolls
235,Mindless Self Indulgence
236,Faith No More
237,Elvis Presley
238,Grandaddy
239,The Mars Volta
240,Mötley Crüe
241,Pendulum
242,José González
243,Múm
244,Cocorosie
245,Blondie
246,Ryan Adams
247,Slipknot
248,Antony And The Johnsons
249,The Magnetic Fields
250,Paradise Lost
251,Within Temptation
252,Pet Shop Boys
253,Miles Davis
254,No Doubt
255,Death From Above 1979
256,Blink-182
257,Lcd Soundsystem
258,Amorphis
259,Gnarls Barkley
260,The Kills
261,Babyshambles
262,Aerosmith
263,Paramore
264,Enya
265,P!Nk
266,The Stone Roses
267,Band Of Horses
268,The Cardigans
269,Alice In Chains
270,Sentenced
271,Kraftwerk
272,Morcheeba
273,The Hives
274,Cocteau Twins
275,Four Tet
276,Leonard Cohen
277,Frédéric Chopin
278,Rihanna
279,Bonobo
280,Phoenix
281,Bauhaus
282,Gwen Stefani
283,Scissor Sisters
284,The Brian Jonestown Massacre
285,Simon & Garfunkel
286,Ani Difranco
287,30 Seconds To Mars
288,We Are Scientists
289,Guided By Voices
290,Dido
291,Clap Your Hands Say Yeah
292,Alkaline Trio
293,Blind Guardian
294,Elbow
295,Blonde Redhead
296,Siouxsie And The Banshees
297,Foals
298,Echo & The Bunnymen
299,Joanna Newsom
300,Norah Jones
301,The Futureheads
302,Anton Maiden
303,Thom Yorke
304,Rjd2
305,Fatboy Slim
306,Neko Case
307,Cansei De Ser Sexy
308,Everclear
309,Manu Chao
310,Mägo De Oz
311,Wolf Parade
312,Doves
313,Mew
314,Lifehouse
315,The Police
316,They Might Be Giants
317,Kiss
318,Scorpions
319,Kelly Clarkson
320,Brian Eno
321,Andrew Bird
322,Elton John
323,Whitesnake
324,Lamb
325,Vnv Nation
326,Avril Lavigne
327,Against Me!
328,Clint Mansell
329,Soundgarden
330,The Bravery
331,John Lennon
332,Sublime
333,Prefuse 73
334,Mika
335,The Faint
336,Machinae Supremacy
337,Sleater-Kinney
338,The Black Keys
339,Suede
340,菅野よう子
341,Type O Negative
342,Sia
343,Dead Can Dance
344,Backyard Babies
345,Fischerspooner
346,Black Flag
347,Ted Leo And The Pharmacists
348,Adam Green
349,Aesop Rock
350,Ozzy Osbourne
351,Lou Reed
352,The Raconteurs
353,Dashboard Confessional
354,Frank Zappa
355,The Go! Team
356,Mastodon
357,Silversun Pickups
358,The Black Eyed Peas
359,Lady Gaga
360,Dark Tranquillity
361,T.I.
362,Sneaker Pimps
363,Nina Simone
364,James Blunt
365,Amon Tobin
366,Abba
367,My Dying Bride
368,Brand New
369,ムック
370,Camera Obscura
371,Duran Duran
372,Ween
373,[Unknown]
374,:Wumpscut:
375,雅-Miyavi-
376,The Cinematic Orchestra
377,Bonnie 'Prince' Billy
378,Primal Scream
379,The Fratellis
380,Bad Religion
381,Buckethead
382,Badly Drawn Boy
383,The Streets
384,Frou Frou
385,John Frusciante
386,The Used
387,Le Tigre
388,Genesis
389,Limp Bizkit
390,The Jam
391,Stereolab
392,Cradle Of Filth
393,Dimmu Borgir
394,Enigma
395,Roxette
396,Dead Kennedys
397,Counting Crows
398,Sepultura
399,Groove Armada
400,Kent
401,Iamx
402,Taking Back Sunday
403,The Long Blondes
404,Wu-Tang Clan
405,坂本真綾
406,Supergrass
407,The Fiery Furnaces
408,My Morning Jacket
409,Spiritualized
410,Eric Clapton
411,Gogol Bordello
412,Joe Satriani
413,Faithless
414,Orchestral Manoeuvres In The Dark
415,Unkle
416,Zz Top
417,Fleetwood Mac
418,Deerhunter
419,Okkervil River
420,...And You Will Know Us By The Trail Of Dead
421,Buzzcocks
422,The Duke Spirit
423,Billie Holiday
424,Fleet Foxes
425,Minus The Bear
426,Hot Hot Heat
427,Idlewild
428,Lenny Kravitz
429,Rocky Votolato
430,Melvins
431,Atb
432,Melanie C
433,Mazzy Star
434,Mariah Carey
435,Lacuna Coil
436,Turbonegro
437,Hooverphonic
438,Broadcast
439,M. Ward
440,At The Drive-In
441,Sonata Arctica
442,Bon Jovi
443,鈴村健一
444,Sloan
445,Dave Matthews Band
446,Kmfdm
447,Gang Of Four
448,Jason Mraz
449,Timbaland
450,Ben Folds
451,Beyoncé
452,Iggy Pop
453,Scooter
454,Dire Straits
455,Bel Canto
456,Feeder
457,Girls Aloud
458,Basement Jaxx
459,The Fall
460,Mylo
461,Outkast
462,Sade
463,John Mayer
464,Rise Against
465,Inxs
466,Kt Tunstall
467,Peter Bjorn And John
468,Coheed And Cambria
469,Alice Cooper
470,Wire
471,T. Rex
472,Vampire Weekend
473,Apparat
474,Jay-Z
475,Slowdive
476,Jens Lekman
477,The Coral
478,Lamb Of God
479,65Daysofstatic
480,2Pac
481,The Sisters Of Mercy
482,Nickelback
483,Bush
484,The Rakes
485,Darkthrone
486,King Crimson
487,Akira Yamaoka
488,David Gray
489,Peaches
490,Sonic Syndicate
491,Bon Iver
492,The Notwist
493,The All-American Rejects
494,Pinback
495,Paul Mccartney
496,Underworld
497,Papa Roach
498,Built To Spill
499,Therion
500,Pedro The Lion
501,Dredg
502,The Sounds
503,Digitalism
504,3 Doors Down
505,Sting
506,The Radio Dept.
507,Soundtrack
508,Roxy Music
509,Creedence Clearwater Revisited
510,Nada Surf
511,The Stooges
512,Hard-Fi
513,Deerhoof
514,Art Brut
515,Jem
516,Maná
517,Bat For Lashes
518,Wolfmother
519,Killswitch Engage
520,Barenaked Ladies
521,Moonspell
522,Clutch
523,Duffy
524,Tricky
525,The Ting Tings
526,Blackmore'S Night
527,Lil Wayne
528,Arch Enemy
529,The Charlatans
530,Sex Pistols
531,Calexico
532,Yellowcard
533,T.M.Revolution
534,The Cooper Temple Clause
535,Santana
536,Ben Harper
537,The Raveonettes
538,Grizzly Bear
539,Lynyrd Skynyrd
540,Avenged Sevenfold
541,Kyuss
542,Red House Painters
543,Helloween
544,Lostprophets
545,Hellogoodbye
546,Onerepublic
547,Gustavo Cerati
548,Combichrist
549,Kotiteollisuus
550,Kamelot
551,!!!
552,Atmosphere
553,Autechre
554,Sunset Rubdown
555,Saint Etienne
556,Jet
557,Infected Mushroom
558,The Jimi Hendrix Experience
559,Burial
560,Death
561,Third Eye Blind
562,Emilie Autumn
563,Danny Elfman
564,Engenheiros Do Hawaii
565,Agalloch
566,Ghostface Killah
567,植松伸夫
568,Ministry
569,Ensiferum
570,Humanwine
571,Squarepusher
572,Violent Femmes
573,The Notorious B.I.G.
574,Stevie Wonder
575,Orbital
576,Alicia Keys
577,Johann Sebastian Bach
578,Charon
579,Emilíana Torrini
580,Róisín Murphy
581,Riverside
582,Hans Zimmer
583,Something Corporate
584,Xiu Xiu
585,Staind
586,Devo
587,Thursday
588,Hadouken!
589,Hypocrisy
590,Butthole Surfers
591,British Sea Power
592,Télépopmusik
593,Funeral For A Friend
594,Ennio Morricone
595,Die Fantastischen Vier
596,Silverchair
597,Fear Factory
598,Sugababes
599,Bob Marley
600,George Michael
601,Beth Orton
602,Poisonblack
603,A Tribe Called Quest
604,Lez Zeppelin
605,Jefferson Airplane
606,The Breeders
607,Super Furry Animals
608,Philip Glass
609,A-Ha
610,The Album Leaf
611,The Zutons
612,Mirah
613,Van Morrison
614,Nas
615,Patti Smith
616,Simian Mobile Disco
617,Tears For Fears
618,Saves The Day
619,T.A.T.U.
620,The Black Crowes
621,Wolfgang Amadeus Mozart
622,Tokyo Police Club
623,Shiny Toy Guns
624,Finntroll
625,Gary Numan
626,Dirty Pretty Things
627,Ok Go
628,Fugazi
629,The Blood Brothers
630,Joss Stone
631,The Psychedelic Furs
632,Ludwig Van Beethoven
633,椎名林檎
634,Dixie Chicks
635,Les Savy Fav
636,Anberlin
637,Aqualung
638,Elvis Costello
639,The Roots
640,Nightmares On Wax
641,The Pussycat Dolls
642,Mf Doom
643,Sarah Mclachlan
644,Live
645,Moloko
646,Final Fantasy
647,Pain Of Salvation
648,Ultravox
649,Mokoma
650,Kate Nash
651,M-Flo
652,"The Good, The Bad & The Queen"
653,Fergie
654,Aimee Mann
655,Asobi Seksu
656,The Darkness
657,Kult
658,Venetian Snares
659,Tiësto
660,The Legendary Pink Dots
661,Biffy Clyro
662,Erasure
663,Manowar
664,Einstürzende Neubauten
665,Amon Amarth
666,Three 6 Mafia
667,Dinosaur Jr.
668,The Presets
669,Myslovitz
670,The Pipettes
671,Billy Talent
672,Yes
673,Billy Joel
674,Townes Van Zandt
675,New Young Pony Club
676,Augustana
677,De La Soul
678,Operation Ivy
679,Nofx
680,50 Cent
681,Mates Of State
682,Testament
683,Black Label Society
684,L'Arc~En~Ciel
685,The Unicorns
686,The Rapture
687,De-Phazz
688,Kreator
689,Mstrkrft
690,The Black Angels
691,Rob Thomas
692,The Cribs
693,Small Faces
694,Gotan Project
695,The Subways
696,Mae
697,Eurythmics
698,The Pogues
699,"Hank Williams, Jr."
700,Eagles
701,Sum 41
702,Hank Williams Iii
703,The Alan Parsons Project
704,Led Zeppelin Jam
705,Rob Zombie
706,Fear Before The March Of Flames
707,Viikate
708,Dropkick Murphys
709,Athlete
710,Camel
711,Sparklehorse
712,Anthrax
713,Velvet Revolver
714,Godsmack
715,Jethro Tull
716,Nevermore
717,The Hellacopters
718,Cypress Hill
719,Jonas Brothers
720,Serge Gainsbourg
721,Shpongle
722,Natalie Imbruglia
723,Ben Folds Five
724,Cold War Kids
725,Savage Garden
726,Bad Brains
727,The Magic Numbers
728,Def Leppard
729,Marvin Gaye
730,Battles
731,Anna Nalick
732,Gomez
733,Céline Dion
734,Descendents
735,Erykah Badu
736,Tristania
737,David Guetta
738,Cream
739,Volbeat
740,Simple Minds
741,Islands
742,Esthero
743,Poison
744,Serj Tankian
745,Katy Perry
746,Junior Boys
747,The Weakerthans
748,The American Analog Set
749,John Williams
750,The Crüxshadows
751,Cmx
752,The Avalanches
753,God Is An Astronaut
754,Ash
755,The Vines
756,Cat Stevens
757,Bryan Adams
758,Matt Pond Pa
759,The Hold Steady
760,Godspeed You! Black Emperor
761,Underoath
762,The Apples In Stereo
763,Acidman
764,Gojira
765,The Walkmen
766,Annie
767,Cursive
768,Shout Out Louds
769,Max Richter
770,Janis Joplin
771,Skid Row
772,Lupe Fiasco
773,Delerium
774,Caribou
775,Scar Symmetry
776,Bloodhound Gang
777,Tiamat
778,Madvillain
779,Secret Machines
780,Seeed
781,Aereogramme
782,Sage Francis
783,Ray Lamontagne
784,Sondre Lerche
785,Syd Barrett
786,Front 242
787,The Mighty Boosh
788,The Crystal Method
789,The Beta Band
790,Ella Fitzgerald
791,Marillion
792,Stone Temple Pilots
793,Breaking Benjamin
794,Sebadoh
795,The Game
796,Sarah Brightman
797,Plain White T'S
798,Xtc
799,Joni Mitchell
800,Machine Head
801,Queensrÿche
802,Vitalic
803,Alexisonfire
804,Flogging Molly
805,Ellen Allien & Apparat
806,St. Germain
807,Daedelus
808,The Whitest Boy Alive
809,Mono
810,Ride
811,Eagles Of Death Metal
812,Dr. Dre
813,Paul Van Dyk
814,Hawkwind
815,Bruce Dickinson
816,Tracy Chapman
817,Why?
818,Rhapsody Of Fire
819,Rainbow
820,Loreena Mckennitt
821,Sheryl Crow
822,Three Days Grace
823,Grateful Dead
824,Peter Gabriel
825,Tom Petty And The Heartbreakers
826,The Human League
827,Kimya Dawson
828,John Legend
829,Jack'S Mannequin
830,The Cult
831,Craig Armstrong
832,Cannibal Corpse
833,Strapping Young Lad
834,Ulver
835,Ayreon
836,Guano Apes
837,Meshuggah
838,Thrice
839,Minor Threat
840,Howard Shore
841,Between The Buried And Me
842,Guster
843,Françoise Hardy
844,The Frames
845,Beach House
846,Be Your Own Pet
847,Flying Lotus
848,Black Kids
849,Backstreet Boys
850,Felix Da Housecat
851,Good Charlotte
852,John Coltrane
853,Soulwax
854,The Replacements
855,Cascada
856,Azure Ray
857,Clinic
858,Frank Black
859,Archive
860,Uverworld
861,Alphaville
862,Lush
863,Apoptygma Berzerk
864,Emily Haines & The Soft Skeleton
865,Gang Starr
866,Koop
867,Iced Earth
868,The Stills
869,Fettes Brot
870,Low
871,Norther
872,The Divine Comedy
873,Starsailor
874,My Brightest Diamond
875,Common
876,N.E.R.D.
877,Bonnie Pink
878,Olspur
879,Midlake
880,Mr. Bungle
881,The Format
882,The Academy Is...
883,Snoop Dogg
884,Café Del Mar
885,Ben Kweller
886,Midnight Juggernauts
887,Motion City Soundtrack
888,Creed
889,Richard Ashcroft
890,Mucc
891,Deathstars
892,Static-X
893,Embrace
894,Al Green
895,New Found Glory
896,The Feeling
897,Isis
898,Janet Jackson
899,The Birthday Massacre
900,Santogold
901,Kaki King
902,Electrelane
903,Ashley Tisdale
904,Electric Six
905,She Wants Revenge
906,Thomas Newman
907,Fantômas
908,Booka Shade
909,Katie Melua
910,Boy Division
911,Jackson And His Computer Band
912,Saosin
913,Beulah
914,311
915,Eddie Vedder
916,Everything But The Girl
917,Mystery Jets
918,Sun Kil Moon
919,Hole
920,Public Enemy
921,Atlas Sound
922,Covenant
923,Hocico
924,Fightstar
925,Pidżama Porno
926,The Damned
927,Ray Charles
928,And One
929,This Will Destroy You
930,Michael Bublé
931,Lykke Li
932,Gossip
933,Bullet For My Valentine
934,Theatre Of Tragedy
935,Deus
936,The Orb
937,Lady Sovereign
938,The Zombies
939,Andrew Lloyd Webber
940,Tiga
941,Paul Simon
942,Gza/Genius
943,Songs: Ohia
944,Rogue Wave
945,The B-52'S
946,Assemblage 23
947,Madness
948,The Residents
949,Hanoi Rocks
950,Ellen Allien
951,Morphine
952,Antonio Vivaldi
953,Vast
954,James Brown
955,I Am Kloot
956,Ice Cube
957,The Haunted
958,Carcass
959,Cyndi Lauper
960,Dio
961,Lightning Bolt
962,Smog
963,Natasha Bedingfield
964,Telefon Tel Aviv
965,Can
966,Death In Vegas
967,Flunk
968,Chromeo
969,The Wedding Present
970,Toto
971,Curtis Mayfield
972,The Future Sound Of London
973,Jawbreaker
974,The Music
975,Jennifer Lopez
976,Vangelis
977,After Forever
978,Dusty Springfield
979,Calvin Harris
980,Nancy Sinatra
981,Daniel Johnston
982,Poets Of The Fall
983,Sasha
984,Hilary Duff
985,The Ataris
986,Korpiklaani
987,Crowded House
988,Boys Noize
989,Kill Hannah
990,Yelle
991,Entwine
992,Jedi Mind Tricks
993,Mark Ronson
994,Take That
995,The Specials
996,Paul Weller
997,Leftfield
998,Michael Nyman
999,Hoobastank
1000,Sparks
1001,Circa Survive
1002,Eisley
